Id,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,Quality,,,,
4090,6.5,0.17,0.33,1.4,0.028,14,99,0.9928,3.23,0.55,10.1,Good,,,,
3650,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,Good,,,,
3061,6.6,0.32,0.26,7.7,0.054,56,209,0.9961,3.17,0.45,8.8,Disappointing,,,,
2929,9.2,0.15,0.68,,0.046,22,130,0.9948,3.02,0.45,10.4,Good,,,,
1929,6.7,0.33,0.49,1.6,0.167,20,94,0.9914,3.11,0.5,11.4,Good,,,,
322,7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9,Disappointing,,,,
3735,6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,Good,,,,
250,6.2,0.38,0.42,2.5,0.038,34,117,0.99132,3.36,0.59,11.6,Good,,,,
508,7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,Good,,,,
4459,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,Good,,,,
3861,6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,Good,,,,
1018,6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,Good,,,,
4122,6.6,0.32,0.26,4.6,0.031,26,120,0.99198,3.4,0.73,12.5,Good,,,,
3059,6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,Good,,,,
2204,6.6,0.29,0.73,2.2,0.027,21,92,0.99,3.12,0.48,12.4,Good,,,,
3830,6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,Good,,,,
3116,6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,Good,,,,
4143,6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9,Good,,,,
1024,6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,Good,,,,
1231,6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,Good,,,,
363,6.9,0.38,0.28,8.3,0.062,22,166,0.99506,3.16,0.72,10.6,Disappointing,,,,
2568,4.2,0.17,0.36,1.8,0.029,93,161,0.98999,3.65,0.89,12,Good,,,,
3602,7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5,Good,,,,
3145,6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,Good,,,,
1614,7.7,0.27,0.49,3.8,0.037,46,139,0.99116,3.04,0.38,11.6,Good,,,,
1171,7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,Disappointing,,,,
2299,6.8,0.18,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,Good,,,,
925,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,Good,,,,
1963,5.2,0.22,0.46,6.2,0.066,41,187,0.99362,3.19,0.42,9.733333333,Disappointing,,,,
3415,6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,Good,,,,
3426,7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,Good,,,,
3679,6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,Disappointing,,,,
623,5.8,0.18,0.37,1.2,0.036,19,74,0.98853,3.09,0.49,12.7,Good,,,,
306,7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,Disappointing,,,,
730,7.1,0.26,0.29,12.4,0.044,62,240,0.9969,3.04,0.42,9.2,Good,,,,
1986,6.6,0.19,0.33,1.8,0.035,42,148,0.99196,3.15,0.36,10.2,Disappointing,,,,
1854,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,Disappointing,,,,
2446,5.7,0,0.04,12.6,0.034,22,115,0.9964,3.28,0.63,9.9,Good,,,,
2244,6.3,0.34,0.36,4.9,0.035,31,185,0.9946,3.15,0.49,9.7,Disappointing,,,,
1160,7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,Good,,,,
4553,5.6,0.13,0.27,4.8,0.028,22,104,0.9948,3.34,0.45,9.2,Good,,,,
2100,5.6,0.18,0.29,2.3,0.04,5,47,0.99126,3.07,0.45,10.1,Disappointing,,,,
1296,6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,Disappointing,,,,
111,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,Disappointing,,,,
163,7.1,0.28,0.35,3.5,0.028,35,91,0.99022,2.96,0.33,12.1,Disappointing,,,,
4114,8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,Good,,,,
4629,6.9,0.16,0.35,1.3,0.043,21,182,0.9927,3.25,0.62,10.8,Good,,,,
3890,7.3,0.4,0.24,6.7,0.058,41,166,0.058,3.2,0.41,9.9,Good,,,,
4443,6.8,0.24,0.34,5.1,0.038,31,99,0.9921,3.24,0.46,11.8,Good,,,,
898,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,Good,,,,
2686,6.9,0.26,0.31,7,0.039,37,175,0.99376,3.32,0.49,11.4,Good,,,,
2632,7,0.29,0.35,1.4,0.036,42,109,0.99119,3.31,0.62,11.6,Good,,,,
1404,6.3,0.17,0.32,1,0.04,39,118,0.98886,3.31,0.4,13.1,Good,,,,
1502,6.8,0.2,0.28,12.6,0.048,54,136,0.99556,3.19,0.37,10.7,Good,,,,
3868,7.2,0.15,0.38,1.2,0.038,18,110,0.9917,3.19,0.43,11.1,Good,,,,
908,6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,Disappointing,,,,
4555,6.9,0.2,0.34,1.9,0.043,25,136,0.9935,3.31,0.6,10.1,Disappointing,,,,
824,6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,Disappointing,,,,
2872,6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,Good,,,,
4449,7.1,0.31,0.38,1.2,0.036,10,124,0.9924,3.14,0.44,9.9,Good,,,,
3512,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,Good,,,,
1649,7.4,0.31,0.74,10.7,0.039,51,147,0.9977,3.02,0.43,8.7,Disappointing,,,,
1695,7.3,0.25,0.27,3.8,0.047,16,79,0.99173,3.07,0.46,11.3,Good,,,,
2914,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,Disappointing,,,,
2486,6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,Good,,,,
444,6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,Disappointing,,,,
3417,9.2,0.23,0.35,10.7,0.037,34,145,0.9981,3.09,0.32,9.7,Disappointing,,,,
2782,7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,Good,,,,
2994,7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2,Good,,,,
335,7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,Disappointing,,,,
373,7.3,0.36,0.34,14.8,0.057,46,173,0.99751,3.14,0.57,10.2,Disappointing,,,,
2000,9,0,0.38,5.9,0.045,52,159,0.045,2.93,0.35,10.2,Good,,,,
2650,6.3,0.36,0.3,4.8,0.049,14,85,0.9932,3.28,0.39,10.6,Disappointing,,,,
2422,7.3,0.29,0.29,4.6,0.029,27,155,0.9931,3.07,0.26,10.6,Good,,,,
134,6.3,0.21,0.31,1.2,0.043,30,117,0.99158,3.49,0.68,11,Good,,,,
647,7.6,0.17,0.46,0.9,0.036,63,147,0.99126,3.02,0.41,10.7,Good,,,,
4631,7.3,0.41,0.29,1.8,0.032,26,74,0.98889,2.96,0.35,13,Good,,,,
3515,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,Good,,,,
1305,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,Good,,,,
1271,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,Good,,,,
3332,6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12,Good,,,,
1053,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,Good,,,,
2951,7,0.25,0.56,2,0.035,20,95,0.9918,3.23,0.53,11,Good,,,,
760,6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,Good,,,,
2925,6,0.32,0.32,4.8,0.041,40,186,0.99235,3.22,0.54,11,Good,,,,
789,5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,Good,,,,
3930,7.4,0.56,0.09,1.5,0.071,19,117,0.99496,3.22,0.53,9.8,Disappointing,,,,
1132,6.1,0.2,0.34,9.5,0.041,38,201,0.041,3.14,0.44,10.1,Disappointing,,,,
541,7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,Good,,,,
2254,6.3,0.41,0.33,4.7,0.023,28,110,0.023,3.3,0.38,12.5,Good,,,,
3833,7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,Disappointing,,,,
3090,5.6,0.16,0.27,1.4,0.044,53,168,0.9918,3.28,0.37,10.1,Good,,,,
1609,7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,Good,,,,
636,6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,Disappointing,,,,
1772,6.5,0.32,0.3,2.3,0.051,20,127,0.98964,3.13,0.52,12.8,Good,,,,
2257,7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,Good,,,,
51,6.5,0.23,0.38,1.3,0.032,29,112,0.99298,3.29,0.54,9.7,Disappointing,,,,
135,6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,Good,,,,
3897,6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,Good,,,,
2466,6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2,Good,,,,
2738,7.9,0.51,0.34,2.6,0.049,13,135,0.99335,3.09,0.51,10,Disappointing,,,,
3060,8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,Disappointing,,,,
2542,6.4,0.15,0.4,1.5,0.042,23,87,0.98972,3.11,0.46,12.2,Good,,,,
2648,7.4,0.26,0.3,7.9,0.049,38,157,0.9963,3.13,0.48,8.9,Good,,,,
4282,6.3,0.34,0.28,14.7,0.047,49,198,0.9977,3.23,0.46,9.5,Disappointing,,,,
3341,6.6,0,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,Good,,,,
2649,9.4,0.17,0.55,1.6,0.049,14,94,0.9949,3.02,0.61,10.3,Good,,,,
161,6.4,0.27,0.19,2,0.084,21,191,0.99516,3.49,0.63,9.6,Disappointing,,,,
3062,7.6,0.25,0.34,1.3,0.056,34,176,0.99434,3.1,0.51,9.5,Disappointing,,,,
3345,5.4,0,0.33,1.2,0.051,29,122,0.99048,3.37,0.66,11.3,Good,,,,
4058,6,0.21,0.29,13.1,0.042,28,125,0.99936,3.39,0.45,8.6,Disappointing,,,,
4274,8,0.43,0.4,12.4,0.168,29,190,0.9991,3.07,0.64,9.2,Disappointing,,,,
1912,8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,Good,,,,
4462,6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,Good,,,,
2,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,Disappointing,,,,
112,7.2,0.31,0.24,1.4,0.057,17,117,0.9928,3.16,0.35,10.5,Disappointing,,,,
3934,7,0.27,0.36,20.7,0.045,45,170,0.045,3,0.45,8.8,Good,,,,
4352,6.4,0.28,0.17,8.3,0.042,61,195,0.99577,3.22,0.46,9.4,Disappointing,,,,
2701,6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6,Good,,,,
2235,6.1,0.27,0.33,2.2,0.021,26,117,0.9886,3.12,0.3,12.5,Good,,,,
4391,5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,Good,,,,
279,5.4,0.31,0.47,3,0.053,46,144,0.9931,3.29,0.76,10,Disappointing,,,,
2320,6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,Good,,,,
3387,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,Good,,,,
3507,6.8,0.28,0.4,22,0.048,48,167,0.048,2.93,0.5,8.7,Disappointing,,,,
732,5.9,0.18,0.28,5.1,0.039,50,139,0.99165,3.16,0.44,11.3,Good,,,,
2809,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,Disappointing,,,,
3155,6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5,Good,,,,
2457,7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.36666667,Good,,,,
3122,7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,Good,,,,
3115,6.8,0.52,0.32,13.2,0.044,54,221,0.9972,3.27,0.5,9.6,Good,,,,
3718,6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,Disappointing,,,,
3622,6.9,0.4,0.37,8.9,0.053,36,148,0.053,3.16,0.5,9.3,Disappointing,,,,
795,6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,Good,,,,
3485,5.8,0.31,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5,Good,,,,
4606,7,0.24,0.18,1.3,0.046,9,62,0.046,3.38,0.47,10.1,Disappointing,,,,
1562,7.3,0.49,0.32,5.2,0.043,18,104,0.9952,3.24,0.45,10.7,Disappointing,,,,
3316,6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,Good,,,,
431,5.8,0.3,0.23,1.5,0.034,37,121,0.98871,2.96,0.34,12.1,Good,,,,
3361,6.4,0.55,0.26,9.6,0.027,20,104,0.9924,3.22,0.73,13.1,Good,,,,
3125,6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,Good,,,,
1436,6.2,0.41,0.22,1.9,0.023,5,56,0.98928,3.04,0.79,13,Good,,,,
2702,6.4,0.12,0.49,6.4,0.042,49,161,0.9945,3.34,0.44,10.4,Good,,,,
3157,6.9,0.34,0.36,1.4,0.032,13,145,0.99214,3.07,0.52,9.8,Disappointing,,,,
3982,7.4,0.2,0.33,1.9,0.035,39,138,0.035,3.17,0.44,11.7,Good,,,,
468,6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,Good,,,,
3163,6,0.2,0.26,1.1,0.033,38,67,0.98954,3.14,0.38,11.5,Good,,,,
4318,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,Good,,,,
3016,6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,Good,,,,
2984,6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,Good,,,,
1065,7.2,0.19,0.46,3.8,0.041,82,187,0.9932,3.19,0.6,11.2,Good,,,,
884,6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,Disappointing,,,,
2252,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,Good,,,,
314,5.8,0.24,0.44,3.5,0.029,5,109,0.9913,3.53,0.43,11.7,Disappointing,,,,
1527,6.9,0.25,0.3,4.1,0.054,23,116,0.054,2.99,0.38,9.4,Good,,,,
119,6.9,0.31,0.32,1.6,0.036,34,114,0.99068,3.19,0.45,11.4,Good,,,,
2420,7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,Good,,,,
3063,6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.044,3.33,0.44,11,Good,,,,
3325,6.5,0,0.29,1.95,0.038,73,166,0.038,3.12,0.25,12.9,Good,,,,
270,7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,Good,,,,
964,7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,Good,,,,
1253,7.1,0.33,0.25,1.6,0.03,25,126,0.9901,3.22,0.34,12.1,Good,,,,
871,7.2,0.35,0.34,12.4,0.051,6,37,0.9944,3.13,0.39,11.5,Good,,,,
959,7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,Good,,,,
753,6.8,0.25,0.34,14,0.032,47,133,0.9952,3.37,0.5,12.2,Good,,,,
1385,7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,Good,,,,
480,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,Good,,,,
1561,8.1,0.33,0.22,5.2,0.047,24,151,0.99527,3.22,0.47,10.3,Disappointing,,,,
3165,6.6,0.24,0.27,15.8,0.035,46,188,0.9982,3.24,0.51,9.2,Disappointing,,,,
140,7.2,0.24,0.19,7.7,0.045,53,176,0.9958,3.17,0.38,9.5,Disappointing,,,,
4403,7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,Disappointing,,,,
2986,5.6,0.26,0.5,11.4,0.029,25,93,0.99428,3.23,0.49,10.5,Good,,,,
3495,7.8,0.18,0.31,12.2,0.053,46,140,0.053,3.06,0.53,8.9,Good,,,,
1360,7.5,0.22,0.33,6.7,0.036,45,138,0.9939,3.2,0.68,11.4,Good,,,,
1403,5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,Disappointing,,,,
2068,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,Good,,,,
638,6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1,Disappointing,,,,
2578,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,Good,,,,
3979,7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1,Good,,,,
3969,6.4,0.46,0.08,4.9,0.046,34,144,0.99445,3.1,0.56,10,Disappointing,,,,
1720,6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5,Disappointing,,,,
4573,5.7,0,0.33,1.1,0.049,28,150,0.9927,3.13,0.42,9.3,Disappointing,,,,
3932,6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,Disappointing,,,,
78,6.4,0.29,0.3,2.9,0.036,25,79,0.99037,3.29,0.6,12.4,Good,,,,
911,6.4,0.3,0.27,4.4,0.055,17,135,0.9925,3.23,0.44,12.2,Good,,,,
3484,6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,Good,,,,
4263,7.2,0,0.2,10.4,0.086,17,94,0.99681,3.13,0.4,9.4,Disappointing,,,,
4494,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,Disappointing,,,,
4533,6.2,0.34,0.28,7.5,0.034,40,197,0.99485,3.14,0.6,9.7,Disappointing,,,,
34,6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,Good,,,,
1728,5.9,0.24,0.28,1.3,0.032,36,95,0.98889,3.08,0.64,12.9,Good,,,,
1481,6,0.42,0.41,12.4,0.032,50,179,0.99622,3.14,0.6,9.7,Disappointing,,,,
2469,7.1,0.18,0.42,1.4,0.045,47,157,0.9916,2.95,0.31,10.5,Good,,,,
117,8,0.24,0.26,1.7,0.033,36,136,0.99316,3.44,0.51,10.4,Good,,,,
1996,6.9,0.56,0.26,10.9,0.06,55,193,0.9969,3.21,0.44,9.4,Disappointing,,,,
733,4.9,0,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,Good,,,,
3344,7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,Disappointing,,,,
4222,6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,Good,,,,
4438,8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,Good,,,,
65,6.5,0.36,0.36,6.7,0.185,51.5,151,0.99528,3.17,0.42,9.3,Disappointing,,,,
4571,7.7,0.26,0.32,1.2,0.04,26,117,0.00004,3.21,0.56,10.8,Disappointing,,,,
585,7.4,0.27,0.31,2.4,0.014,15,143,0.99094,3.03,0.65,12,Disappointing,,,,
3375,5.7,0.33,0.32,1.4,0.043,28,93,0.9897,3.31,0.5,12.3,Good,,,,
3305,7.8,0.2,0.24,1.6,0.026,26,189,0.026,3.08,0.74,12.1,Good,,,,
2392,7,0.25,0.32,9,0.046,56,245,0.9955,3.25,0.5,10.4,Good,,,,
3869,5,0,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,Good,,,,
4270,7.3,0.2,0.37,1.2,0.037,48,119,0.037,3.32,0.49,10.9,Good,,,,
461,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,Disappointing,,,,
64,6.5,0.22,0.72,6.8,0.042,33,168,0.9958,3.12,0.36,9.2,Good,,,,
2463,7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,Good,,,,
1472,6.3,0,0.22,1.8,0.046,31,140,0.9929,3.39,0.54,10.4,Good,,,,
3420,7.1,0.36,0.2,1.6,0.271,24,140,0.99356,3.11,0.63,9.8,Disappointing,,,,
4584,5.6,0.34,0.25,2.5,0.046,47,182,0.99093,3.21,0.4,11.3,Disappointing,,,,
2295,6,0.26,0.18,7,0.055,50,194,0.99591,3.21,0.43,9,Disappointing,,,,
801,7,0.27,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4,Good,,,,
3770,6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,Disappointing,,,,
4511,6.8,0.73,0.2,6.6,0.054,25,65,0.99324,3.12,0.28,11.1,Disappointing,,,,
1915,5.7,0.39,0.25,4.9,0.033,49,113,0.98966,3.26,0.58,13.1,Good,,,,
1041,5.2,0,0.2,1.7,0.033,17,74,0.99002,3.34,0.48,12.3,Good,,,,
4531,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,Good,,,,
614,6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,Disappointing,,,,
3854,6.5,0.2,0.31,2.1,0.033,32,95,0.989435,2.96,0.61,12,Good,,,,
3433,6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,Disappointing,,,,
2415,6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,Good,,,,
612,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,Good,,,,
2223,6.9,0.23,0.33,12.8,0.056,44,169,0.056,3.42,0.42,9.8,Good,,,,
3589,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,Disappointing,,,,
4085,8,0.37,0.31,4.7,0.038,3,127,0.99186,2.9,0.72,12.1,Disappointing,,,,
252,7.1,0.2,0.41,2.1,0.054,24,166,0.9948,3.48,0.62,10.5,Good,,,,
3073,7.8,0.3,0.37,1.3,0.051,16,96,0.9941,3.32,0.62,10,Disappointing,,,,
427,6,0.32,0.3,7.3,0.174,46,159,0.99519,3.18,0.49,9.4,Disappointing,,,,
3702,7.1,0.3,0.46,1.5,0.066,29,133,0.9906,3.12,0.54,12.7,Good,,,,
1696,6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,Good,,,,
3359,6.7,0.26,0.49,8.3,0.047,54,191,0.9954,3.23,0.4,10.3,Good,,,,
2685,6.8,0.46,0.26,6.3,0.147,49,159,0.99434,3.14,0.47,10,Disappointing,,,,
1302,8,0.27,0.24,1.2,0.044,20,102,0.9929,3.28,0.42,10.9,Disappointing,,,,
234,5.8,0.25,0.26,13.1,0.051,44,148,0.9972,3.29,0.38,9.3,Disappointing,,,,
4575,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,Good,,,,
1488,7,0.39,0.24,1,0.048,8,119,0.9923,3,0.31,10.1,Disappointing,,,,
588,5.4,0.23,0.36,1.5,0.03,74,121,0.98976,3.24,0.99,12.1,Good,,,,
4601,6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4,Good,,,,
3168,6.8,0.23,0.29,12.2,0.035,38,236,0.9976,3.35,0.52,9.8,Good,,,,
4325,6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9,Disappointing,,,,
147,6,0.26,0.42,5.2,0.027,70,178,0.9914,3.4,0.4,12.3,Good,,,,
2839,5.7,0.26,0.3,1.8,0.039,30,105,0.98995,3.48,0.52,12.5,Good,,,,
3339,7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,Good,,,,
853,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,Good,,,,
3758,6.4,0.24,0.23,2,0.046,30,133,0.9908,3.12,0.54,11.4,Good,,,,
3244,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,Good,,,,
2881,6.9,0.24,0.39,1.3,0.063,18,136,0.9928,3.31,0.48,10.4,Good,,,,
1011,5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3,Good,,,,
3493,7.6,0.26,0.36,1.6,0.032,6,106,0.032,3.15,0.4,10.4,Disappointing,,,,
332,9.7,0.14,0.59,1.5,0.049,23,142,0.9958,2.98,0.62,9.5,Disappointing,,,,
2528,6.9,0.27,0.4,14,0.05,64,227,0.9979,3.18,0.58,9.6,Good,,,,
2080,8.5,0.2,0.4,1.1,0.046,31,106,0.99194,3,0.35,10.5,Disappointing,,,,
441,7.3,0.19,0.68,1.5,0.05,31,156,0.9946,3.32,0.64,9.4,Good,,,,
4395,7.2,0.25,0.32,1.5,0.047,27,132,0.9933,3.26,0.44,10.5,Disappointing,,,,
3488,8,0.66,0.72,17.55,0.042,62,233,0.9999,2.92,0.68,9.4,Disappointing,,,,
3294,6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4,Disappointing,,,,
3681,6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,Good,,,,
2865,7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,Good,,,,
570,6.8,0.31,0.19,3.5,0.086,30,130,0.086,2.83,0.44,9.6,Disappointing,,,,
3639,7.7,0.38,0.4,2,0.038,28,152,0.9906,3.18,0.32,12.9,Good,,,,
2577,6.4,0.18,0.35,1,0.045,39,108,0.9911,3.31,0.35,10.9,Good,,,,
2352,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,Disappointing,,,,
412,7,0.34,0.26,10.3,0.041,51,166,0.99382,3.08,0.35,11.6,Good,,,,
3435,6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,Disappointing,,,,
991,7.4,0.2,0.43,7.8,0.045,27,153,0.9964,3.19,0.55,9,Good,,,,
829,5.7,0.43,0.3,5.7,0.039,24,98,0.039,3.54,0.61,12.3,Good,,,,
1818,6.8,0.23,0.4,1.6,0.047,5,133,0.047,3.23,0.7,11.4,Good,,,,
2283,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,Disappointing,,,,
2546,5.9,0.24,0.12,1.4,0.035,60,247,0.99358,3.34,0.44,9.6,Good,,,,
1064,6.9,0.35,0.74,1,0.044,18,132,0.044,3.13,0.55,10.2,Disappointing,,,,
